65.50 	0.4965
65.50 	0.2977
68.00 	0.1878
69.00 	0.2822
66.50 	0.2738
65.00 	0.2379
66.00 	0.2423
65.00 	0.2143
65.00 	0.2587
66.00 	0.2871
66.00 	0.2668
66.00 	0.2618
66.00 	0.2299
73.00 	0.2903
66.50 	0.3473
65.50 	0.5841
70.50 	0.6134
67.00 	0.3464
66.50 	0.6173
65.50 	0.5897
73.50 	0.6142
69.00 	0.5205
66.00 	0.5797
70.00 	0.5205
75.00 	0.2272
70.00 	0.2921
66.00 	0.298
66.50 	0.208
65.50 	0.2556
69.00 	0.2085
70.00 	0.2015
74.50 	0.1987
74.00 	0.256
65.50 	0.2046
67.50 	0.2145
65.50 	0.1723
66.50 	0.1701
65.50 	0.1798
65.00 	0.1825
67.50 	0.1818
66.00 	0.3203
70.00 	0.34
67.00 	0.3519
65.00 	0.3655
65.50 	0.3679
65.50 	0.2843
65.50 	0.3729
65.00 	0.3347
65.50 	0.3585
65.00 	0.2891
65.50 	0.2982
65.50 	0.3656
69.50 	0.3332
65.50 	0.3221
65.00 	0.3358
65.00 	0.6337
65.50 	0.4557
66.00 	0.5854
65.50 	0.7127
66.50 	0.5822
65.00 	0.4208
75.00 	0.6164
74.50 	0.1406
75.00 	0.5075
67.00 	0.3794
70.00 	0.376
67.00 	0.3646
66.50 	0.38
66.50 	0.6581
70.00 	0.3468
70.00 	0.3637
75.00 	0.2998
70.00 	0.6321
67.00 	0.3064
66.00 	0.286
70.00 	0.2737
68.00 	0.2599
70.00 	0.2827
66.00 	0.6197
70.50 	0.5041
70.00 	0.6057
66.00 	0.2355
70.50 	0.5889
65.00 	0.5111
70.00 	0.6027
75.00 	0.6129
70.00 	0.6149
70.00 	0.6428
75.00 	0.7226
75.00 	0.7489
70.00 	0.7646
65.50 	0.6164
70.00 	0.5104
66.00 	0.7194
70.00 	0.6713
70.00 	0.6662
70.00 	1.0345
70.00 	0.6082
70.00 	0.3839
70.00 	0.4124
66.00 	0.3768
70.00 	0.3501
65.00 	0.5882
70.00 	0.6134
65.50 	0.5336
71.50 	0.179
65.50 	0.6634
66.00 	0.2551
70.00 	0.6857
66.50 	0.7114
66.00 	0.7274
65.00 	0.5507
66.50 	0.6937
65.50 	0.2599
66.50 	0.2831
67.00 	0.2822
65.00 	0.1934
65.50 	0.3373
65.00 	0.4181
65.50 	0.4205
65.00 	0.4181
66.50 	0.4203
68.00 	0.3106
65.50 	0.4856
69.00 	0.4017
65.00 	0.4278
65.00 	0.4505
65.50 	0.568
65.50 	0.4709
75.00 	0.4793
67.00 	0.4315
70.00 	0.4312
70.50 	0.468
66.00 	0.4722
72.00 	0.4802
68.00 	0.4202
75.00 	0.3993
67.00 	0.4675
65.50 	0.3998
65.00 	0.4317
66.50 	0.4798
70.00 	0.4186
66.00 	0.4221
67.00 	0.4679
65.50 	0.4102
66.50 	0.4483
68.00 	0.3884
65.00 	0.3982
65.50 	0.3321
65.50 	0.3248
65.50 	0.288
65.50 	0.4886
65.00 	0.4886
69.00 	0.4483
65.00 	0.5034
70.00 	0.333
65.00 	0.4313
67.50 	0.4352
70.00 	0.331
70.00 	0.465
70.00 	0.4842
75.00 	0.4478
70.00 	0.4479
70.00 	0.4481
70.00 	0.4667
70.00 	0.4379
75.00 	0.4281
70.00 	0.4844
66.50 	0.4478
70.00 	0.4483
70.00 	0.4237
70.00 	0.4514
65.50 	0.4377
66.50 	0.3977
70.00 	0.5175
65.50 	0.449
67.50 	0.4121
65.50 	0.5857
66.00 	0.6124
65.50 	0.5819
65.50 	0.6202
65.50 	0.6174
65.50 	0.6284
65.00 	0.585
69.00 	0.5964
66.00 	0.6145
65.50 	0.6299
65.00 	0.6267
65.50 	0.6162
65.50 	0.6338
66.00 	0.5964
66.00 	0.5992
65.00 	0.604
65.50 	0.7313
65.50 	0.6087
65.00 	0.7748
65.50 	0.7913
65.00 	0.373
69.00 	0.5442
65.50 	0.5817
65.50 	0.5495
65.00 	0.5603
65.00 	0.5448
65.50 	0.7824
69.00 	0.5336
66.50 	0.5463
65.50 	0.5842
66.00 	0.2279
65.50 	0.2346
65.50 	0.2204
66.00 	0.2128
65.50 	0.2285
65.50 	0.2261
65.00 	0.1351
65.50 	0.1451
65.50 	0.1355
65.50 	0.1351
66.50 	0.2364
65.50 	0.3432
65.50 	0.2933
72.50 	0.2285
66.50 	0.2955
66.00 	0.1199
65.50 	0.2477
65.50 	0.2153
66.00 	0.156
68.00 	0.2098
65.00 	0.2239
65.50 	0.2906
66.00 	0.515
65.50 	0.176
65.50 	0.175
66.50 	0.175
66.00 	0.2344
65.50 	0.2501
65.50 	0.2354
68.00 	0.1351
75.00 	0.4339
65.50 	0.5309
65.00 	0.3263
66.00 	0.5398
65.00 	0.5189
65.00 	0.2728
66.00 	0.5566
65.50 	0.5138
65.00 	0.5274
66.00 	0.5285
75.00 	0.2645
75.00 	0.5088
65.00 	0.5513
65.50 	0.5052
72.00 	0.5227
65.50 	0.5337
74.00 	0.5267
65.00 	0.3187
65.00 	0.5369
75.00 	0.2258
66.00 	0.5607
75.00 	0.5513
65.50 	0.2355
72.00 	0.2524
75.00 	0.2323
72.00 	0.2802
75.00 	0.2332
75.00 	0.2234
65.00 	0.2327
66.00 	0.234
68.00 	0.141
72.00 	0.2216
73.00 	0.2346
75.00 	0.1823
65.00 	0.2453
75.00 	0.2107
73.50 	0.1186
75.00 	0.1267
65.00 	0.1278
65.50 	0.0996
65.50 	0.1207
72.00 	0.1818
65.50 	0.2188
65.50 	0.1428
75.00 	0.1783
65.00 	0.1267
70.00 	0.2175
65.50 	0.1202
66.50 	0.1282
65.50 	0.1895
75.00 	0.1684
65.50 	0.182
80.00 	0.1699
66.00 	0.1382
75.00 	0.2769
75.00 	0.5759
66.00 	0.1425
75.00 	0.158
65.00 	0.582
65.50 	0.6514
65.50 	0.8955
75.00 	0.7677
75.00 	0.5808
75.00 	0.5639
75.00 	0.5649
75.00 	0.5719
69.50 	0.9344
67.00 	0.5699
69.00 	0.3731
73.00 	0.5769
66.50 	0.5719
72.00 	0.5354
72.00 	0.3462
66.50 	0.4317
67.00 	0.5779
66.00 	0.3443
85.00 	0.3637
66.00 	0.3462
65.50 	0.3478
65.50 	0.3691
66.00 	0.3409
72.00 	0.3751
65.00 	0.3451
72.00 	0.3676
66.50 	0.362
72.00 	0.3873
85.00 	0.3607
65.50 	0.3476
65.50 	0.3509
65.00 	0.3604
65.50 	0.3751
67.00 	0.3545
67.00 	0.3462
65.50 	0.3482
80.00 	0.3879
65.00 	0.3794
75.00 	0.3751
80.00 	0.3731
65.00 	0.3429
66.00 	0.3607
65.00 	0.3813
65.50 	0.3613
65.00 	0.3535
80.00 	0.601
80.00 	0.1677
66.00 	0.191
66.50 	0.2228
80.00 	0.2175
65.50 	0.2967
65.50 	0.0896
65.50 	0.279
65.50 	0.2121
70.00 	0.3413
70.50 	0.2511
72.00 	0.175
66.50 	0.2955
65.50 	0.1555
70.50 	0.3128
71.50 	0.5626
70.00 	0.2757
66.50 	0.3186
69.00 	0.5041
67.50 	0.4831
68.50 	0.515
70.00 	0.4612
70.00 	0.2324
67.50 	0.2076
70.00 	0.1408
70.00 	0.1207
70.00 	0.2343
70.00 	0.2222
68.00 	0.038
69.50 	0.2003
67.50 	0.222
72.50 	0.1803
65.00 	0.1977
70.00 	0.0998
67.00 	0.129
67.00 	0.1306
66.00 	0.5629
72.50 	0.1335
68.50 	0.1552
66.00 	0.2102
69.50 	0.371
67.50 	0.1597
69.00 	0.5749
66.50 	0.3628
65.50 	0.4739
70.00 	0.3659
75.00 	0.4214
65.00 	0.5739
68.00 	0.3637
66.50 	0.5749
69.00 	0.3569
67.00 	0.3509
69.50 	0.3563
65.50 	0.6799
71.00 	0.2941
68.00 	0.6102
68.00 	0.1722
67.00 	0.3485
66.00 	0.1919
67.50 	0.2522
66.00 	0.2685
66.00 	0.1527
67.00 	0.2902
70.00 	0.3428
75.00 	0.2601
70.00 	0.295
70.00 	0.6937
75.00 	0.6551
70.00 	0.2872
70.00 	0.3405
75.00 	0.1217
75.00 	0.6019
70.00 	0.2752
69.50 	0.1451
70.00 	0.146
70.50 	0.1825
68.00 	0.1837
66.50 	0.6257
67.50 	0.3337
67.00 	0.2584
70.00 	0.6461
66.50 	0.6463
75.00 	0.1741
66.50 	0.3031
71.50 	0.1777
73.00 	0.16
73.50 	0.3353
75.00 	0.3088
70.00 	0.6499
73.50 	0.3081
70.00 	0.0846
66.00 	0.2996
73.00 	0.488
66.50 	0.1559
75.00 	0.3077
66.50 	0.3104
66.50 	0.2327
70.00 	0.2793
66.00 	0.2746
67.50 	0.2436
65.50 	0.5535
73.50 	0.0666
67.50 	0.3168
67.50 	0.3221
72.50 	0.2172
66.00 	0.2847
65.50 	0.2828
70.00 	0.3628
73.00 	0.2348
68.00 	0.2628
75.00 	0.3024
65.50 	0.1926
67.00 	0.1928
73.00 	0.2666
65.00 	0.1927
66.00 	0.1485
66.00 	0.2839
75.00 	0.6671
66.00 	0.5055
72.50 	0.6856
65.00 	0.6546
65.50 	0.5881
66.50 	0.6738
66.00 	0.6529
66.00 	0.7031
65.50 	0.6423
66.00 	0.3422
68.00 	0.4285
66.00 	0.6549
65.50 	0.3248
66.00 	0.3866
66.00 	0.3823
65.50 	0.458
67.00 	0.3744
65.50 	0.6636
70.00 	0.3587
70.00 	0.4916
66.00 	0.4063
67.00 	0.6205
66.00 	0.5568
65.50 	0.528
65.50 	0.5682
70.00 	0.5065
69.00 	0.5339
70.00 	0.3422
67.00 	0.3875
70.00 	0.6523
69.00 	0.4057
72.00 	0.6614
70.00 	0.3718
70.00 	0.4159
65.00 	0.6609
70.00 	0.4563
65.00 	0.3815
66.00 	0.6532
68.50 	0.4203
67.50 	0.4563
66.50 	0.5739
70.00 	0.3923
71.50 	0.3917
70.00 	0.5175
65.50 	0.5105
65.50 	0.3689
75.00 	0.8718
70.00 	0.6526
75.00 	0.4082
68.00 	0.4505
75.00 	0.1577
69.00 	0.6255
67.50 	0.4625
69.50 	0.1476
68.00 	0.4434
70.00 	0.4057
68.50 	0.6507
68.00 	0.3035
70.00 	0.4225
67.50 	0.286
70.50 	0.7097
69.00 	0.56
70.50 	0.5548
68.00 	0.3168
74.00 	0.3293
71.50 	0.3173
75.00 	0.1453
75.00 	0.2244
75.00 	0.2965
65.50 	0.0842
72.50 	0.5939
75.00 	0.2229
68.00 	0.5464
70.00 	0.2325
68.00 	0.2169
70.00 	0.4831
72.50 	0.6771
70.00 	0.6128
70.50 	0.7027
70.00 	0.6327
68.50 	0.3268
70.00 	0.2962
67.50 	0.2884
71.00 	0.3052
67.00 	0.6475
72.00 	0.3037
68.00 	0.3158
66.00 	0.6473
66.50 	0.3056
70.00 	0.5031
66.50 	0.5175
72.00 	0.3723
75.00 	0.4575
72.00 	0.3384
72.50 	0.4598
72.00 	0.2955
75.00 	0.3275
75.00 	0.291
68.00 	0.3648
65.50 	0.3218
68.00 	0.4142
72.00 	0.3376
68.00 	0.3422
75.00 	0.3062
66.00 	0.5472
66.50 	0.3482
72.00 	0.3122
65.50 	0.4577
75.00 	0.3115
69.00 	0.2994
75.00 	0.3376
68.50 	0.3204
75.00 	0.2533
72.00 	0.1157
75.00 	0.3446
65.50 	0.4813
72.00 	0.2693
75.00 	0.5113
72.00 	0.5472
68.00 	0.4595
66.00 	0.3218
72.00 	0.1921
75.00 	0.4527
72.00 	0.6325
75.00 	0.2766
72.00 	0.1354
75.00 	0.1476
75.00 	0.6475
75.00 	0.56
65.50 	0.4769
68.50 	0.3567
75.00 	0.6047
75.00 	0.3095
72.00 	0.1622
72.00 	0.2139
69.50 	0.4442
72.50 	0.4643
73.00 	0.2567
66.00 	0.1697
75.00 	0.2154
75.00 	0.4129
75.00 	0.648
72.00 	0.2244
75.00 	0.6919
68.00 	0.2463
85.00 	0.5641
80.00 	0.6466
66.00 	0.1773
85.00 	0.7824
72.00 	0.3567
72.00 	0.6128
75.00 	0.591
66.50 	0.4141
66.00 	0.4032
68.00 	0.3514
85.00 	0.2941
85.00 	0.3101
85.00 	0.2693
65.00 	0.4376
66.50 	0.3173
65.50 	0.5872
72.00 	0.2326
67.50 	0.375
75.00 	0.3775
72.00 	0.2154
67.00 	0.3526
85.00 	0.1485
72.00 	0.5818
66.00 	0.6619
72.00 	0.2559
66.00 	0.2154
85.00 	0.167
72.00 	0.3827
70.00 	0.4649
72.00 	0.3683
66.50 	0.3183
65.50 	0.1439
72.00 	0.2464
66.50 	0.2802
85.00 	0.346
72.00 	0.0936
85.00 	0.5469
66.00 	0.2015
85.00 	0.5887
80.00 	0.3079
72.00 	0.2151
72.00 	0.1434
72.00 	0.2789
67.50 	0.3432
70.00 	0.2042
68.00 	0.3553
66.00 	0.1949
80.00 	0.2172
71.00 	0.2242
85.00 	0.487
85.00 	0.2169
85.00 	0.4909
85.00 	0.4253
66.50 	0.4552
85.00 	0.4826
85.00 	0.6105
70.00 	0.6224
85.00 	0.4146
85.00 	0.2229
85.00 	0.3202
67.50 	0.1928
85.00 	0.6213
72.00 	0.4031
80.00 	0.2165
72.00 	0.5146
72.00 	0.2414
80.00 	0.4094
72.00 	0.3741
65.50 	0.5123
85.00 	0.4348
85.00 	0.3795
72.00 	0.5196
72.00 	0.6217
72.00 	0.438
72.00 	0.3057
74.00 	0.6223
80.00 	0.4591
72.00 	0.4272
72.00 	0.4845
72.00 	0.3655
72.00 	0.3487
72.00 	0.3215
74.00 	0.5374
72.00 	0.3303
72.00 	0.2393
72.00 	0.6371
72.00 	0.438
72.00 	0.4148
65.50 	0.4278
66.00 	0.3966
80.00 	0.2246
85.00 	0.6862
65.50 	0.4121
72.00 	0.2977
85.00 	0.3371
65.50 	0.2464
85.00 	0.45
